City,State,Agency,tech_type,Vendor,date,year
Redding,CA,Redding Police Department,Automated License Plate Readers,Motorola Solutions,11/1/2022,2022.0
Ridgecrest,CA,Ridgecrest Police Department,Automated License Plate Readers,Flock Safety,2/15/2024,2024.0
Saint Helena,CA,St. Helena Police Department,Automated License Plate Readers,,9/22/2022,2022.0
San Luis Obispo,CA,San Luis Obispo Police Department,Automated License Plate Readers,,11/4/2022,2022.0
Santa Maria,CA,Santa Maria Police Department,Automated License Plate Readers,Flock Safety,4/29/2021,2021.0
Santa Paula,CA,Santa Paula Police Department,Automated License Plate Readers,Flock Safety,7/12/2023,2023.0
Shafter,CA,Shafter Police Department,Automated License Plate Readers,Flock Safety,5/2/2024,2024.0
Soledad,CA,Soledad Police Department,Automated License Plate Readers,Flock Safety,8/14/2024,2024.0
Suisun City,CA,Suisun City Police Department,Automated License Plate Readers,Flock Safety,3/27/2018,2018.0
Visalia,CA,Tulare County Sheriff's Office,Automated License Plate Readers,,2/29/2024,2024.0
Turlock,CA,Turlock Police Department,Automated License Plate Readers,EPIC iO,3/7/2023,2023.0
Woodlake,CA,Woodlake Police Department,Automated License Plate Readers,,8/22/2023,2023.0
Irving,TX,Irving Police Department,Real-Time Crime Center,,,
Little Rock,AR,Little Rock Police Department,Real-Time Crime Center,,,
Dunwoody,GA,Dunwoody Police Department,Real-Time Crime Center,,8/15/2024,2024.0
Pueblo,CO,Pueblo Police Department,Real-Time Crime Center,,7/2/2024,2024.0
Los Angeles,CA,Los Angeles County Sheriff's Department,Real-Time Crime Center,,10/4/2024,2024.0
Phoenix,AZ,Phoenix Police Department,Real-Time Crime Center,,3/21/2024,2024.0
Appling,GA,Columbia County Sheriff's Office,Real-Time Crime Center,,6/27/2024,2024.0
Appling,GA,Columbia County Sheriff's Office,Automated License Plate Readers,,6/27/2024,2024.0
New Iberia,LA,New Iberia Police Department,Real-Time Crime Center,,10/2/2024,2024.0
Duluth,GA,Duluth Police Department,Real-Time Crime Center,,3/1/2024,2024.0
Virginia Beach,VA,Virginia Beach Police Department,Real-Time Crime Center,Fusus,3/13/2024,2024.0
Virginia Beach,VA,Virginia Beach Police Department,Camera Registry,Fusus,3/13/2024,2024.0
Virginia Beach,VA,Virginia Beach Police Department,Automated License Plate Readers,,5/6/2024,2024.0
Fairfax,VA,Fairfax County Police Department,Real-Time Crime Center,,3/20/2024,2024.0
North Little Rock,AR,North Little Rock Police Department,Real-Time Crime Center,,8/23/2024,2024.0
Ashfield,MA,Ashfield Police Department,Body-worn Cameras,,7/29/2024,2024.0
Bedford,MA,Bedford Police Department,Body-worn Cameras,,7/29/2024,2024.0
Boylston,MA,Boylston Police Department,Body-worn Cameras,,7/29/2024,2024.0
Cambridge,MA,Cambridge Police Department,Body-worn Cameras,,7/29/2024,2024.0
Chester,MA,Chester Police Department,Body-worn Cameras,,7/29/2024,2024.0
Chicopee,MA,Chicopee Police Department,Body-worn Cameras,,7/29/2024,2024.0
Egremont,MA,Egremont Police Department,Body-worn Cameras,,7/29/2024,2024.0
Fairhaven,MA,Fairhaven Police Department,Body-worn Cameras,,7/29/2024,2024.0
Falmouth,MA,Falmouth Police Department,Body-worn Cameras,,7/29/2024,2024.0
Hubbardston,MA,Hubbardston Police Department,Body-worn Cameras,,7/29/2024,2024.0
Newbury,MA,Newbury Police Department,Body-worn Cameras,,7/29/2024,2024.0
Norwood,MA,Norwood Police Department,Body-worn Cameras,,7/29/2024,2024.0
Oxford,MA,Oxford Police Department,Body-worn Cameras,,7/29/2024,2024.0
Petersham,MA,Petersham Police Department,Body-worn Cameras,,7/29/2024,2024.0
Royalston,MA,Royalston Police Department,Body-worn Cameras,,7/29/2024,2024.0
Stoneham,MA,Stoneham Police Department,Body-worn Cameras,,7/29/2024,2024.0
Stoughton,MA,Stoughton Police Department,Body-worn Cameras,,7/29/2024,2024.0
Watertown,MA,Watertown Police Department,Body-worn Cameras,,7/29/2024,2024.0
Wenham,MA,Wenham Police Department,Body-worn Cameras,,7/29/2024,2024.0
West Boylston,MA,West Boylston Police Department,Body-worn Cameras,,7/29/2024,2024.0
Riverside,CA,Riverside Community College District Police Department,Face Recognition,,10/17/2024,2024.0
Riverside,CA,"University of California, Riverside Police Department",Face Recognition,,10/17/2024,2024.0
Glenn Heights,TX,Glenn Heights Police Department,Drones,,10/21/2024,2024.0
Seguin,TX,Seguin Fire Department,Drones,,10/21/2024,2024.0
Cleburne,TX,Cleburne Police Department,Drones,,10/21/2024,2024.0
Kerrville,TX,Kerrville Police Department,Drones,,10/21/2024,2024.0
Waco,TX,McLennan County Sheriff's Office,Drones,,10/21/2024,2024.0
Livingston,TX,Polk County Fire Marshal's Office,Drones,,10/21/2024,2024.0
Garden Ridge,TX,Garden Ridge Police Department,Drones,,10/21/2024,2024.0
Gonzales,TX,Gonzales Police Department,Drones,,10/21/2024,2024.0
Pearland,TX,Brazoria County Constable Precinct 3,Drones,,10/21/2024,2024.0
Sugarland,TX,Sugarland Police Department,Drones,,10/21/2024,2024.0
Bullard,TX,Bullard Police Department,Drones,,10/21/2024,2024.0
Elgin,TX,Elgin Police Department,Drones,,10/21/2024,2024.0
Weslaco,TX,Weslaco Police Department,Drones,,10/21/2024,2024.0
Beaumont,TX,Jefferson County Sheriff's Office,Drones,,10/21/2024,2024.0
Corpus Christi,TX,Port of Corpus Christi Police Department,Drones,,10/21/2024,2024.0
Longview,TX,Longview Police Department,Drones,,10/21/2024,2024.0
Waco,TX,McLennan Community College Police Department,Drones,,10/21/2024,2024.0
Katy,TX,Katy Police Department,Drones,,10/21/2024,2024.0
Liberty Hill,TX,Liberty Hill Police Department,Drones,,10/21/2024,2024.0
Red Oak,TX,Red Oak Police Department,Drones,,10/21/2024,2024.0
Anson,TX,Jones County Sheriff's Office,Drones,,10/21/2024,2024.0
Alice,TX,Alice Police Department,Drones,,10/21/2024,2024.0
College Station,TX,Texas A&M Forest Service,Drones,,10/21/2024,2024.0
Athens,TX,Athens Police Department,Drones,,10/21/2024,2024.0
Evadale,TX,Jasper County Constable Precinct 6,Drones,,10/21/2024,2024.0
Nederland,TX,Nederland POlice Department,Drones,,10/21/2024,2024.0
Del Rio,TX,Val Verde County Sheriff's Office,Drones,,10/21/2024,2024.0
Angleton,TX,Brazoria County Sheriff's Office,Drones,,10/21/2024,2024.0
Jourdanton,TX,Atascosa County Sheriff's Office,Drones,,10/21/2024,2024.0
Canyon,TX,Canyon Police Department,Drones,,10/21/2024,2024.0
Stephenville,TX,Erath County Sheriff's Office,Drones,,10/21/2024,2024.0
Santa Fe,TX,Santa Fe Police Department,Drones,,10/21/2024,2024.0
Conroe,TX,Montgomery County Fire Marshal,Drones,,10/21/2024,2024.0
Lockhart,TX,Caldwell County Sheriff's Office,Drones,,10/21/2024,2024.0
Amarillo,TX,Amarillo Independent School District Police Department,Drones,,10/21/2024,2024.0
Eastland,TX,Eastland County Sheriff's Office,Drones,,10/21/2024,2024.0
Brownsville,TX,Brownsville ISD Police & Security Department,Drones,,10/21/2024,2024.0
Sterling City,TX,Sterling County Sheriff's Office,Drones,,10/21/2024,2024.0
Schertz,TX,Schertz Police Department,Drones,,10/21/2024,2024.0
Snyder,TX,Snyder Police Department,Drones,,10/21/2024,2024.0
Center,TX,Center Police Department,Drones,,10/21/2024,2024.0
Woodway,TX,Woodway Public Safety Department,Drones,,10/21/2024,2024.0
Kermit,TX,Winkler County Sheriff's Office,Drones,,10/21/2024,2024.0
Cuero,TX,Cuero Police Department,Drones,,10/21/2024,2024.0
Raymondville,TX,Raymondville Police Department,Drones,,10/21/2024,2024.0
Rosenberg,TX,Rosenberg Police Department,Drones,,10/21/2024,2024.0
Yoakum,TX,Yoakum Police Department,Drones,,10/21/2024,2024.0
Leander,TX,Leander Police Department,Drones,,10/21/2024,2024.0
Grand Prairie,TX,Grand Prairie Police Department,Drones,,10/21/2024,2024.0
Kilgore,TX,Kilgore Police Department,Drones,,10/21/2024,2024.0
Keller,TX,Keller Police Department,Drones,,10/21/2024,2024.0
Rankin,TX,Upton County Sheriff's Office,Drones,,10/21/2024,2024.0
Hurst,TX,Hurst Police Department,Drones,,10/21/2024,2024.0
Montague,TX,Montague County Sheriff's Office,Drones,,10/21/2024,2024.0
Kingsville,TX,Texas A&M University - Kingsville Police Department,Drones,,10/21/2024,2024.0
Lampasas,TX,Lampasas Police Department,Drones,,10/21/2024,2024.0
Rusk,TX,Rusk Police Department,Drones,,10/21/2024,2024.0
DeSoto,TX,DeSoto Police Department,Drones,,10/21/2024,2024.0
Sunnyvale,TX,Sunnyvale Police Department,Drones,,10/21/2024,2024.0
Grapevine,TX,Grapevine Police Department,Drones,,10/21/2024,2024.0
Austin,TX,Texas Board of Criminal Justice,Drones,,10/21/2024,2024.0
Franklin,TX,Robertson County Sheriff's Office,Drones,,10/21/2024,2024.0
Austin,TX,Texas University Systems Police Department,Drones,,10/21/2024,2024.0
Luxemburg,WI,Luxemburg Police Department,Body-worn Cameras,,2024,2024.0
Alexander,AR,Alexander Police Department,Body-worn Cameras,,2024,2024.0
Buchanan,MI,Buchanan Police Department,Body-worn Cameras,,2024,2024.0
Clearfield Regional,PA,Clearfield Regional Police Department,Body-worn Cameras,,2024,2024.0
Coleraine,MN,Coleraine Police Department,Body-worn Cameras,,2024,2024.0
Morgan's Point Resort,TX,Morgan's Point Resort Police Department,Body-worn Cameras,,2024,2024.0
Morton,IL,Morton Police Department,Body-worn Cameras,,2024,2024.0
New York Mills Village,NY,New York Mills Village Police Department,Body-worn Cameras,,2024,2024.0
Delmar,MD,Delmar Police Department,Body-worn Cameras,,2024,2024.0
North Park,UT,North Park Police Department,Body-worn Cameras,,2024,2024.0
Burnside,KY,Burnside Police Department,Body-worn Cameras,,2024,2024.0
Mansfield Borough,PA,Mansfield Borough Police Department,Body-worn Cameras,,2024,2024.0
Stockbridge,MI,Stockbridge Police Department,Body-worn Cameras,,2024,2024.0
Wilkesboro,NC,Wilkesboro Police Department,Body-worn Cameras,,2024,2024.0
Ashland,AL,Ashland Police Department,Body-worn Cameras,,2024,2024.0
Clever,MO,Clever Police Department,Body-worn Cameras,,2024,2024.0
Robbins,NC,Town of Robbins Police Department,Body-worn Cameras,,2024,2024.0
Gothenburg,NE,Gothenburg Police Department,Body-worn Cameras,,2024,2024.0
Mackinac Island,MI,Mackinac Island Police Department,Body-worn Cameras,,2024,2024.0
Pulaski Township,PA,Pulaski Township Police Department,Body-worn Cameras,,2024,2024.0
Shelburne,MA,Shelburne Police Department,Body-worn Cameras,,2024,2024.0
Buena Vista,VA,Buena Vista Police Department,Body-worn Cameras,,2024,2024.0
Derry Township,PA,Derry Township Police Department,Body-worn Cameras,,2024,2024.0
Gordonsville,TN,Gordonsville Police Department,Body-worn Cameras,,2024,2024.0
Morrow,GA,Morrow Police Department,Body-worn Cameras,,2024,2024.0
Newfields,NH,Newfields Police Department,Body-worn Cameras,,2024,2024.0
Sagamore Hills Township,OH,Sagamore Hills Township Police Department,Body-worn Cameras,,2024,2024.0
Utica,IL,Utica Police Department,Body-worn Cameras,,2024,2024.0
Boyne City,MI,Boyne City Police Department,Body-worn Cameras,,2024,2024.0
Gillespie,IL,Gillespie Police Department,Body-worn Cameras,,2024,2024.0
Greenwood,MO,Greenwood Police Department,Body-worn Cameras,,2024,2024.0
Kenilworth,IL,Kenilworth Police Department,Body-worn Cameras,,2024,2024.0
Lancaster,CA,Lancaster Police Department,Body-worn Cameras,,2024,2024.0
Long Hill,NJ,Long Hill Police Department,Body-worn Cameras,,2024,2024.0
Blakely,GA,Blakely Police Department,Body-worn Cameras,,2024,2024.0
Palacios,TX,Palacios Police Department,Body-worn Cameras,,2024,2024.0
Everest,WI,Everest Metropolitan Police Department,Body-worn Cameras,,2024,2024.0
Castle Shannon,PA,Castle Shannon Borough Police Department,Body-worn Cameras,,2024,2024.0
Colorado City,AZ,Colorado City Marshal's Office,Body-worn Cameras,,2024,2024.0
Newark Village,NY,Newark Village Police Department,Body-worn Cameras,,2024,2024.0
Prospect Heights,IL,Prospect Heights Police Department,Body-worn Cameras,,2024,2024.0
Beecher,IL,Beecher Police Department,Body-worn Cameras,,2024,2024.0
Sleepy Hollow,IL,Sleepy Hollow Police Department,Body-worn Cameras,,2024,2024.0
Freeport,ME,Freeport Police Department,Body-worn Cameras,,2024,2024.0
Williston,VT,Williston Police Department,Body-worn Cameras,,2024,2024.0
New Baltimore,MI,New Baltimore Police Department,Body-worn Cameras,,2024,2024.0
Ridgefield,WA,Ridgefield Police Department,Body-worn Cameras,,2024,2024.0
Claremont,NH,Claremont Police Department,Body-worn Cameras,,2024,2024.0
Elburn,IL,Elburn Police Department,Body-worn Cameras,,2024,2024.0
Keizer,OR,Keizer Police Department,Body-worn Cameras,,2024,2024.0
Morehead City,NC,Morehead City Police Department,Body-worn Cameras,,2024,2024.0
Sandwich,IL,Sandwich Police Department,Body-worn Cameras,,2024,2024.0
Lindenhurst,IL,Lindenhurst Police Department,Body-worn Cameras,,2024,2024.0
Carolina Beach,NC,Carolina Beach Police Department,Body-worn Cameras,,2024,2024.0
Chatham,MA,Chatham Police Department,Body-worn Cameras,,2024,2024.0
Clinton,NC,Clinton Police Department,Body-worn Cameras,,2024,2024.0
Fort Madison,IA,Fort Madison Police Department,Body-worn Cameras,,2024,2024.0
Grovetown,GA,Grovetown Police Department,Body-worn Cameras,,2024,2024.0
Mount Washington,KY,Mount Washington Police Department,Body-worn Cameras,,2024,2024.0
Bethlehem Township,PA,Bethlehem Township Police Department,Body-worn Cameras,,2024,2024.0
Moulton,AL,Moulton Police Department,Body-worn Cameras,,2024,2024.0
Flossmoor,IL,Flossmoor Police Department,Body-worn Cameras,,2024,2024.0
Hiram,GA,Hiram Police Department,Body-worn Cameras,,2024,2024.0
Sharon,PA,Sharon Police Department,Body-worn Cameras,,2024,2024.0
Kittery,ME,Kittery Police Department,Body-worn Cameras,,2024,2024.0
East Norriton Township,PA,East Norriton Township Police Department,Body-worn Cameras,,2024,2024.0
Rincon,GA,Rincon Police Department,Body-worn Cameras,,2024,2024.0
Butner,NC,Butner Public Safety,Body-worn Cameras,,2024,2024.0
Wendell,NC,Wendell Police Department,Body-worn Cameras,,2024,2024.0
Auburn,CA,Auburn Police Department,Body-worn Cameras,,2024,2024.0
Oak Harbor,WA,Oak Harbor Police Department,Body-worn Cameras,,2024,2024.0
Scottsboro,AL,Scottsboro Police Department,Body-worn Cameras,,2024,2024.0
Midlothian,IL,Midlothian Police Department,Body-worn Cameras,,2024,2024.0
Moon Township,PA,Moon Township Police Department,Body-worn Cameras,,2024,2024.0
Old Westbury Village,NY,Old Westbury Village Police Department,Body-worn Cameras,,2024,2024.0
Dickinson,TX,Dickinson Police Department,Body-worn Cameras,,2024,2024.0
Fort Oglethorpe,GA,Fort Oglethorpe Police Department,Body-worn Cameras,,2024,2024.0
Rexburg,ID,Rexburg Police Department,Body-worn Cameras,,2024,2024.0
River Grove,IL,River Grove Police Department,Body-worn Cameras,,2024,2024.0
Port Angeles,WA,Port Angeles Police Department,Body-worn Cameras,,2024,2024.0
Kalispell,MT,Kalispell Police Department,Body-worn Cameras,,2024,2024.0
Newton,NC,Newton Police Department,Body-worn Cameras,,2024,2024.0
San Marino,CA,San Marino Police Department,Body-worn Cameras,,2024,2024.0
Summit,IL,Summit Police Department,Body-worn Cameras,,2024,2024.0
North Platte,NE,North Platte Police Department,Body-worn Cameras,,2024,2024.0
Pryor,OK,Pryor Police Department,Body-worn Cameras,,2024,2024.0
Brownsville,TN,Brownsville Police Department,Body-worn Cameras,,2024,2024.0
Kalamazoo Township,MI,Kalamazoo Township Police Department,Body-worn Cameras,,2024,2024.0
Norcross,GA,Norcross Police Department,Body-worn Cameras,,2024,2024.0
Morton Grove,IL,Morton Grove Police Department,Body-worn Cameras,,2024,2024.0
Ardmore,OK,Ardmore Police Department,Body-worn Cameras,,2024,2024.0
Canton,MA,Canton Police Department,Body-worn Cameras,,2024,2024.0
Galesburg,IL,Galesburg Police Department,Body-worn Cameras,,2024,2024.0
Newland,NC,Ashe County Sheriff's Office,Body-worn Cameras,,2024,2024.0
